GEOID,B02001_003E,B02001_001E,SUMLEVEL,ST,COUNTY,B19080_001E,B19080_002E,B19080_003E,B19080_004E,B19080_005E,B19081_001E,B19081_002E,B19081_003E,B19081_004E,B19081_005E,B19081_006E,B19013_001E,B01003_001E,COMPONENT,B19083_001E
05000US22057,12556,92852,050,22,057,18230,34981,59116,90786,142490,9791,26282,46188,73460,147763,255998,46196,92852,00,0.46
05000US22059,1784,13973,050,22,059,14991,25532,44124,82072,135440,9644,20088,34019,60787,120439,175085,33307,13973,00,0.455
05000US22061,17256,42801,050,22,061,10074,23398,44486,73246,139286,4536,15540,32512,55987,135578,241381,31843,42801,00,0.536
05000US22063,6501,116476,050,22,063,23087,41661,62922,92579,144917,12670,32310,52638,76793,135339,201010,52779,116476,00,0.399
05000US22065,7086,11790,050,22,065,9017,20741,33351,58394,110491,5236,15785,26677,46314,103649,186301,26021,11790,00,0.498
05000US22067,12917,28761,050,22,067,10379,23481,39566,63844,109939,5236,16276,30986,50064,103853,175671,31264,28761,00,0.481
05000US22069,15235,38976,050,22,069,9929,21178,38620,67995,123149,5142,14874,28893,52064,114078,188175,28411,38976,00,0.509
05000US22071,207099,328669,050,22,071,13491,27015,47160,84153,183500,6994,19870,36541,63353,172640,332807,36258,328669,00,0.546
05000US22073,52220,150025,050,22,073,13703,29545,49579,81008,144804,7683,21441,38786,63326,139919,242787,38568,150025,00,0.488
05000US22075,5370,22655,050,22,075,22060,40847,62772,98634,152987,13582,31759,50801,77820,139652,194398,50610,22655,00,0.404
05000US22077,8410,22326,050,22,077,15407,27567,47832,80536,149401,7733,21210,37464,62433,136649,236981,37832,22326,00,0.486
05000US22079,40968,132128,050,22,079,15947,31403,50996,82552,146039,9545,23219,40026,65402,138310,233919,39456,132128,00,0.467
05000US22081,3769,9117,050,22,081,12193,24173,41709,75766,120786,8016,17434,32407,57451,129989,242954,32242,9117,00,0.503
05000US22083,7753,20415,050,22,083,13401,25686,43541,71022,129131,7754,20096,34998,54304,117963,196742,35610,20415,00,0.466
05000US22085,3829,23629,050,22,085,12632,26180,44599,73736,124529,7230,18456,34988,56849,123109,207718,34632,23629,00,0.484
05000US22087,4955,38241,050,22,087,17358,30256,47219,77710,125034,10279,23160,38468,59374,115682,173365,38478,38241,00,0.427
05000US22089,13772,51410,050,22,089,24030,46712,73559,105967,171851,12392,35467,59960,89019,157178,242960,59884,51410,00,0.414
05000US22091,5620,10505,050,22,091,9765,21679,39940,72108,123564,6121,16477,29859,55220,104019,149920,29124,10505,00,0.47
05000US22093,10357,21056,050,22,093,21177,39383,61065,95487,149423,11934,30467,49750,75413,139190,201974,49883,21056,00,0.415
05000US22095,23139,47146,050,22,095,20460,37352,59817,91557,152864,11790,29004,47756,76366,137063,206810,47574,47146,00,0.421
05000US22097,38161,90983,050,22,097,10454,20301,39854,68578,120660,6208,14708,28883,52726,112144,181425,28110,90983,00,0.499
05000US22099,15929,51429,050,22,099,15090,31246,51409,81051,136868,8402,22951,40417,65536,136125,235273,39186,51429,00,0.471
05000US22101,16122,51085,050,22,101,15965,30113,49993,79070,133455,9141,22653,38981,63479,121307,185883,38269,51085,00,0.443
05000US22103,25780,225533,050,22,103,25549,47940,73592,110242,189257,14410,36692,59903,90439,181716,312696,59804,225533,00,0.438
05000US22105,32566,114229,050,22,105,13848,29560,48133,76823,132991,6598,20862,38406,61659,125666,206123,38067,114229,00,0.473
05000US22107,3372,5798,050,22,107,9715,20859,37414,56144,102139,6660,15458,28994,46834,91544,145654,30572,5798,00,0.454
05000US22109,19927,108277,050,22,109,18791,36777,58729,90313,160245,10857,27352,47201,73869,146750,238433,47338,108277,00,0.446
05000US22111,6187,22712,050,22,111,12767,27213,47035,78927,124796,6698,20055,36539,61268,126270,207375,35788,22712,00,0.48
05000US22113,7955,55612,050,22,113,15057,31489,53254,82554,135807,8864,22654,40870,66117,126898,198336,40785,55612,00,0.45
05000US22115,6689,47475,050,22,115,18337,33574,48138,74744,121972,10057,26112,40065,60186,111370,167144,40030,47475,00,0.408
05000US22117,14072,44844,050,22,117,12658,22913,40109,64815,121022,6340,17377,30696,51031,115692,204753,30340,44844,00,0.494
05000US22119,13445,40719,050,22,119,13749,25818,44780,70701,120969,8053,19393,35371,57380,112664,181862,35145,40719,00,0.455
05000US22121,7798,22323,050,22,121,17997,36247,58560,85445,130662,9835,27087,46625,71617,129883,208144,46485,22323,00,0.428
05000US22123,1855,11520,050,22,123,12721,25169,43304,66104,115343,7592,18869,34507,53646,102009,161782,34649,11520,00,0.442
05000US22125,7137,15134,050,22,125,15740,36534,56085,89923,150566,7595,25382,44826,73533,136662,203642,43348,15134,00,0.452
05000US22127,4776,15531,050,22,127,11923,23205,36326,62481,116094,7125,17413,30250,49626,99842,148220,30514,15531,00,0.454
05000US23001,3848,106765,050,23,001,19019,34728,53904,78691,126579,11133,26808,43977,65678,119838,187521,43714,106765,00,0.41
05000US23003,472,71974,050,23,003,14509,27661,44198,67830,110246,8965,20932,35624,55155,102631,158092,35439,71974,00,0.424
05000US23005,6634,276227,050,23,005,23713,44098,66530,101618,182994,13231,33543,54772,82350,173522,301551,54342,276227,00,0.447
05000US23007,90,29757,050,23,007,17040,32005,48104,73685,118297,11126,24525,39790,60044,113424,184269,39628,29757,00,0.414
05000US23009,231,53299,050,23,009,21163,38859,58856,85844,152820,12799,29991,48943,71540,149835,272561,48899,53299,00,0.438
05000US23011,706,120777,050,23,011,20681,36671,56283,83706,141979,12129,28453,46378,69019,134592,221173,46368,120777,00,0.423
05000US23013,100,40897,050,23,013,18065,35906,53696,82454,154627,11327,26883,44663,67059,143570,250599,45147,40897,00,0.448
05000US23015,30,34789,050,23,015,22080,39348,57780,83356,161196,12652,30216,48136,69596,158330,310010,48034,34789,00,0.455
05000US23017,255,56414,050,23,017,17809,32675,48131,75514,115043,10793,25333,40138,60997,115048,184772,40055,56414,00,0.416
05000US23019,1035,148501,050,23,019,18041,32999,51647,79375,136558,10556,25333,42267,64293,128277,214178,42366,148501,00,0.436
05000US23021,6,17079,050,23,021,14141,26468,43946,67616,111375,8887,20381,34233,54575,100476,151063,33944,17079,00,0.424
05000US23023,409,36511,050,23,023,23932,46571,65647,90482,146821,13065,35081,55659,76638,140460,227047,54986,36511,00,0.397
05000US23025,150,51175,050,23,025,15378,29245,45897,71595,115123,9518,21735,36704,56885,106663,166214,36210,51175,00,0.424
05000US23027,105,38319,050,23,027,17638,32861,50713,76852,120298,10494,25461,41762,62850,119085,191398,41697,38319,00,0.421
05000US23029,141,32590,050,23,029,14916,27130,42728,66551,107689,9115,20662,34456,53172,98364,148003,34203,32590,00,0.417
05000US23031,1246,201306,050,23,031,24633,44606,65994,94532,153762,14415,34805,54722,78901,145301,232309,54414,201306,00,0.4
05000US24001,4505,72598,050,24,001,16934,29917,46900,75107,124029,9653,23540,37461,59521,118494,191534,36810,72598,00,0.438
05000US24003,76235,513711,050,24,003,39845,66986,98344,141806,236331,22727,53473,82036,117002,227748,379670,81824,513711,00,0.406
05000US24005,192583,786697,050,24,005,29717,51373,76885,115018,202122,16546,40414,63615,93945,195452,344891,63348,786697,00,0.435
05000US24009,12431,88055,050,24,009,42846,73458,106192,147931,224431,24074,59013,90386,125547,217022,337195,90621,88055,00,0.376
05000US24011,4322,32727,050,24,011,25169,44459,65935,93101,137201,13612,34636,55657,79418,127323,177954,55844,32727,00,0.371
05000US24013,6201,168964,050,24,013,36856,66925,95947,134943,203977,20596,52086,81362,113489,195442,297638,80743,168964,00,0.38
05000US24015,5475,99069,050,24,015,29019,53541,77790,111448,173019,16060,42332,65207,93201,166697,263349,65079,99069,00,0.394
05000US24017,52225,140181,050,24,017,42507,72273,102147,139601,208243,23750,57666,86447,119213,199696,295886,86141,140181,00,0.363
05000US24019,8762,31646,050,24,019,19220,36236,57202,85744,139122,10024,28107,45570,70231,138262,231978,45095,31646,00,0.44
05000US24021,18148,224185,050,24,021,39095,66785,96741,135812,213613,22885,52486,81405,113578,199992,309553,80970,224185,00,0.379
05000US24023,141,29631,050,24,023,18653,35923,54213,80173,131498,10949,27136,44129,65649,138459,254920,43802,29631,00,0.446
05000US24025,28125,240297,050,24,025,36021,62368,89419,126812,192766,20294,49334,75815,106843,189480,300869,75872,240297,00,0.385
05000US24027,45880,274328,050,24,027,49966,82222,119932,172650,284809,29070,65457,100793,144120,264737,412637,101003,274328,00,0.391
05000US24029,3151,19998,050,24,029,21885,37893,60423,95720,175870,13255,29400,48985,76854,186722,370326,48284,19998,00,0.488
05000US24031,154422,946172,050,24,031,43095,74474,111978,171936,317814,24950,58219,92590,138953,306871,558493,92213,946172,00,0.451
05000US24033,533021,834986,050,24,033,36045,58205,85075,123588,194892,20572,47220,71147,102779,177381,255021,70753,834986,00,0.375
05000US24035,3837,46653,050,24,035,38927,65688,93111,130235,222108,21172,52139,78765,108868,215779,372416,78615,46653,00,0.404
05000US24037,14051,100140,050,24,037,35130,62766,89456,128413,204608,18500,48786,75796,106843,193306,301179,75427,100140,00,0.394
05000US24039,10270,25943,050,24,039,14673,31329,50019,80688,142295,8188,23326,41387,62354,129236,212443,41615,25943,00,0.456
05000US24041,4749,36034,050,24,041,27688,51040,76561,111182,241175,16195,39820,62402,92165,228889,467970,61591,36034,00,0.479
05000US24043,13272,144158,050,24,043,23190,41874,63499,95344,160354,13622,32960,52238,77948,163096,299894,51962,144158,00,0.441
05000US24045,21643,92827,050,24,045,23069,40765,62979,94977,158272,13186,32367,51665,77823,150639,251201,51352,92827,00,0.424
05000US24047,7319,49081,050,24,047,24403,44088,63887,99421,181948,13610,33856,53313,79576,167363,282614,52600,49081,00,0.438
05000US24510,405112,639337,050,24,510,14894,30067,49786,80099,151021,7788,22381,39042,63094,145498,264439,38738,639337,00,0.494
05000US25001,4308,222629,050,25,001,27316,48742,73283,110278,193236,15707,37938,60212,89867,187389,327229,60096,222629,00,0.438
05000US25003,3108,130168,050,25,003,19123,38890,61823,93287,161744,10939,28677,49861,76518,162526,291381,49907,130168,00,0.463
05000US25005,17340,545210,050,25,005,21242,43882,70089,106784,175090,11819,32268,56350,87014,164052,257873,55789,545210,00,0.437
05000US25007,582,15675,050,25,007,26003,48575,79069,117791,209402,14630,37725,63753,94759,205242,371512,62472,15675,00,0.458
05000US25009,23814,734889,050,25,009,24205,50129,80491,126157,222806,12569,36901,64618,101329,213869,370411,64280,734889,00,0.47
05000US25011,830,71826,050,25,011,21747,41889,64147,91680,150016,12749,32360,52292,76635,141668,222463,52185,71826,00,0.41
05000US25013,39035,468171,050,25,013,17148,36352,60462,93236,154494,10081,26284,47895,75833,150344,253235,47617,468171,00,0.458
05000US25015,3407,155160,050,25,015,22779,44694,72162,106115,175600,12789,34125,57834,87784,171212,291192,57293,155160,00,0.439
05000US25017,58922,1480260,050,25,017,31569,61292,94660,144270,259918,16522,46230,77207,116771,249167,442156,77004,1480260,00,0.459
05000US25019,441,11013,050,25,019,36257,62671,96559,151424,413734,17809,50618,79890,123812,380057,826776,80020,11013,00,0.541
05000US25021,32450,657506,050,25,021,32875,63289,98703,149457,275132,17462,48346,80315,120575,268580,494535,80127,657506,00,0.467
05000US25023,36442,492313,050,25,023,31673,59573,88140,128402,211729,17255,45529,73316,106532,206724,349309,72904,492313,00,0.422
05000US25025,151474,730630,050,25,025,16246,39530,66147,107657,204465,8401,27463,52211,85170,199151,367400,51896,730630,00,0.512
05000US25027,27071,795726,050,25,027,25444,50524,78593,117937,193657,13771,37863,64025,96421,181616,289299,63720,795726,00,0.429
05000US26001,25,11361,050,26,001,17206,28704,43178,64068,110881,10721,22816,35363,53142,102874,170198,35014,11361,00,0.411
05000US26003,760,9512,050,26,003,17878,31637,51738,77957,121472,10196,25197,41624,62068,112142,172082,41234,9512,00,0.41
05000US26005,1503,112817,050,26,005,24259,42026,60817,87326,140670,13867,33389,51577,73452,135451,221366,51833,112817,00,0.397
05000US26007,152,29718,050,26,007,15710,28818,45525,69552,118734,10002,21949,36645,56802,107543,165762,36261,29718,00,0.422
05000US26009,102,24088,050,26,009,19948,34996,51894,79642,133039,12173,27065,43181,64727,150558,304318,43167,24088,00,0.465
05000US26011,391,16561,050,26,011,15968,29680,44132,67667,115343,9920,22513,36399,55024,107179,171519,36299,16561,00,0.422
05000US26013,632,8650,050,26,013,18104,32296,47804,70765,109514,10141,25513,40252,59042,101265,143936,40849,8650,00,0.388
05000US26015,260,58815,050,26,015,25743,44292,63868,90342,143376,15686,35641,53963,76125,140738,230234,53848,58815,00,0.389
05000US26017,1526,107778,050,26,017,20416,36531,54215,81536,135990,11731,28390,44890,65881,129311,208477,44844,107778,00,0.418
05000US26019,48,17440,050,26,019,21921,35866,53904,76543,126362,13069,28611,44532,63628,126642,217579,44445,17440,00,0.41
05000US26021,23439,160129,050,26,021,17645,33130,53931,85407,152690,10058,25272,42734,68326,147426,259456,42481,160129,00,0.468
05000US26023,1487,45890,050,26,023,19972,35847,51851,75409,123443,10971,27839,43942,63025,114995,176954,44086,45890,00,0.399
05000US26025,14144,136875,050,26,025,17735,33481,52718,81704,137807,10344,25576,42433,65734,132375,220461,42003,136875,00,0.443
05000US26027,2559,50483,050,26,027,21088,37057,55953,85106,141557,11001,28922,45926,69308,136783,227745,45263,50483,00,0.431
05000US26029,146,26098,050,26,029,24285,39237,59545,87929,159544,14145,31355,48826,71411,184071,398962,48641,26098,00,0.483
05000US26031,80,26711,050,26,031,17644,30386,45931,71493,130542,11103,23520,38124,57186,126100,222779,38189,26711,00,0.447
05000US26033,2191,38700,050,26,033,16851,32455,50625,76646,115757,9678,24732,40563,62454,120628,204210,40088,38700,00,0.434
05000US26035,164,30670,050,26,035,15765,27839,42691,62068,104865,9438,21681,35161,51255,103100,178017,34957,30670,00,0.425
05000US26037,1112,69534,050,26,037,26857,48203,71934,103237,170210,14980,37919,59794,86500,162871,274557,59529,69534,00,0.41
05000US26039,411,14519,050,26,039,16952,30446,44363,70299,127003,10277,24055,37680,55118,129591,246031,37584,14519,00,0.459
05000US26041,80,37413,050,26,041,18040,33316,50881,75893,119549,10964,25460,41963,62000,115210,179946,42020,37413,00,0.411
05000US26043,50,27003,050,26,043,19242,32377,49960,79672,131266,11657,24667,41048,63759,127595,211417,41288,27003,00,0.434
05000US26045,6210,106894,050,26,045,25745,44872,65853,94968,145646,14146,35689,55012,79448,134879,195441,54858,106894,00,0.381
05000US26047,178,33467,050,26,047,22329,40044,58727,87238,175303,13607,30824,48852,71384,166920,320214,48773,33467,00,0.458
05000US26049,83877,432720,050,26,049,19160,35242,54903,85132,142174,10074,27171,44532,68674,133729,213374,44376,432720,00,0.436
05000US26051,92,26273,050,26,051,16397,30747,44552,70194,110401,8881,23631,37596,55797,108478,172697,37289,26273,00,0.423
05000US26053,534,16193,050,26,053,15278,25756,40420,63603,109498,9324,20237,32520,51163,103295,168298,32692,16193,00,0.434
05000US26055,819,85076,050,26,055,25121,40752,60742,88641,148405,14981,32958,50596,73295,149234,262406,50774,85076,00,0.417
05000US26057,1576,42230,050,26,057,18844,32982,51455,75717,120816,10981,25557,41829,62372,118204,196960,41868,42230,00,0.418
05000US26059,304,46300,050,26,059,19295,33773,51494,75994,126486,11240,26707,42700,62127,117032,180591,42829,46300,00,0.407
05000US26061,488,35214,050,26,061,13859,24506,40474,65359,120607,7702,19399,32107,51044,109447,176554,31824,35214,00,0.459
05000US26063,24,33155,050,26,063,17856,31918,47700,70296,122067,10616,24749,39394,58500,119518,212957,39317,33155,00,0.432
05000US26065,29665,278804,050,26,065,17082,35090,56856,88978,156096,8110,25962,45733,71496,146486,241599,45606,278804,00,0.465
05000US26067,2766,63685,050,26,067,20500,36494,56211,82145,126475,11633,28611,46435,67755,117174,174281,46712,63685,00,0.393
05000US26069,212,26257,050,26,069,16886,29908,43724,65224,106375,9718,23515,36757,54111,113189,206466,36628,26257,00,0.435
05000US26071,134,11923,050,26,071,15954,27951,41977,62401,104505,9813,21353,34220,51144,98922,160645,34083,11923,00,0.415
05000US26073,1771,66652,050,26,073,12448,27414,46690,75644,133898,6616,19707,36893,60312,126162,211089,36726,66652,00,0.482
05000US26075,12583,161621,050,26,075,20684,38177,58588,85338,140685,11510,29337,47889,70943,130792,201809,47406,161621,00,0.413
05000US26077,24222,245053,050,26,077,17539,34323,56439,90061,160403,9727,25753,44986,71456,149718,251204,44553,245053,00,0.465
05000US26079,65,17106,050,26,079,17650,32482,46625,69082,111438,11382,25669,39239,56836,103195,157054,39304,17106,00,0.389
05000US26081,53572,601813,050,26,081,22289,40049,61015,92802,159423,12600,31221,49995,75512,155395,271495,49908,601813,00,0.44
05000US26083,0,2224,050,26,083,15212,26273,42136,57387,89305,9048,21628,35194,48897,94501,161186,35977,2224,00,0.408
05000US26085,1129,11191,050,26,085,13807,25262,36946,60239,103409,8199,19173,30603,46830,93517,141955,30629,11191,00,0.427
05000US26087,1059,91453,050,26,087,27191,46227,66986,98758,157596,15285,36590,56231,81518,154077,256428,56116,91453,00,0.405
05000US26089,17,21877,050,26,089,27289,44486,67837,104300,191628,16061,35873,56574,83162,184499,331597,56574,21877,00,0.443
05000US26091,2228,100786,050,26,091,23698,40745,60937,89324,137728,13237,32566,50532,73097,129674,194101,50277,100786,00,0.391
05000US26093,1073,182081,050,26,093,35937,61105,88473,124509,193234,21378,48290,74322,104643,187115,298783,74210,182081,00,0.383
05000US26095,803,6645,050,26,095,15006,29624,45096,65062,100364,9260,21446,37117,53529,96192,147031,36869,6645,00,0.404
05000US26097,304,10871,050,26,097,17652,32832,49757,74738,111834,10731,25433,40607,60689,110854,175337,39919,10871,00,0.407
05000US26099,55197,828469,050,26,099,25091,44739,67993,99903,157714,14404,34646,55781,82799,147226,222128,55466,828469,00,0.4
05000US26101,825,24741,050,26,101,19265,32677,48318,70125,116811,11231,25704,40483,58859,117564,209698,39995,24741,00,0.42
05000US26103,988,65298,050,26,103,16810,33882,55901,83482,136318,9019,25080,44241,68546,134504,227963,43692,65298,00,0.451
05000US26105,161,28676,050,26,105,17847,31281,47720,76963,127062,9977,24607,39426,60081,119341,191905,39511,28676,00,0.431
